m, -10.470614, -9.390695, 9.293031, 42.732414, 36.495224, 63.655586, 52.1042, 19.646494, 57.82918, 53.442947, 39.702896, 35.426224, 23.452412, 22.17847, 116.36408, 0.035472047, 104.16168, 65.34815, 76.65878, 95.36765, 123.85923, 65.14014, 76.316696, 98.71509, 127.00744, 26.20789, 32.041042, 105.85963, 153.1315, 25.370195, 31.390509, 94.435814, 131.45172,
u, -1.4068854, 9.308903, 3.0844274, 81.72189, 85.044106, 34.397842, 25.733229, 20.865503, 104.33677, 106.288124, 107.561455, 108.60395, 21.726273, 21.76823, 107.38107, 0.03510431, 103.42477, 2.4068756, 3.1022067, 93.627335, 164.07085, 2.9036405, 3.755915, 93.015526, 171.89937, 12.677744, 24.707956, 127.63172, 116.5039, 12.181846, 24.752714, 120.24994, 99.6855,
z, -20.079659, -15.910252, -7.010641, 81.57199, 22.7611, 28.279394, 33.62123, 93.09866, 100.73027, 100.92512, 16.16185, 32.469482, 18.34906, 100.48233, 137.33716, 0.057868388, 86.20874, 5.542711, 8.269364, 125.23584, 156.40822, 23.03155, 49.234188, 130.76254, 94.12331, 22.670528, 49.23783, 132.26279, 84.16385, 22.492895, 49.228317, 139.50523, 75.546875,
o, -67.27155, 1.5847765, -21.707466, 32.498703, 17.894852, 25.24998, 41.728012, 18.86018, 35.42505, 50.850758, 20.095818, 39.258526, 20.55093, 69.585915, 83.27603, 0.01870478, 102.01999, 38.902126, 56.71489, 97.357, 125.087135, 40.091705, 62.880276, 87.09384, 115.336075, 39.851208, 62.71172, 87.58565, 105.731514, 39.484463, 61.35552, 87.339745, 96.23366,
e, 0.67268205, -2.2854128, -12.174169, 26.272726, 26.469767, 38.407246, 53.724792, 20.552912, 41.2735, 59.13569, 22.386784, 42.884056, 21.748497, 28.650324, 121.8343, 0.0611365, 109.80471, 72.31994, 87.88857, 105.85222, 115.157585, 71.97384, 87.79354, 102.93727, 114.942764, 71.17773, 86.66536, 100.14033, 106.50703, 69.27485, 86.51744, 100.79264, 92.89264,
m, -21.85483, 19.89871, 15.625906, 46.21617, 51.094807, 35.732582, 23.958529, 8.1014, 21.26278, 36.203697, 20.768196, 37.704296, 19.794617, 67.50275, 82.69581, 0.077924, 93.16507, 18.205587, 43.095375, 119.83921, 87.639786, 18.599564, 43.48524, 111.98583, 89.884026, 23.866241, 47.986206, 103.80171, 93.51534, 24.31959, 47.69698, 101.12581, 86.53207,
o, -132.17738, -34.964012, -3.7947748, 48.31268, 48.376442, 32.451237, 29.474932, 11.880507, 25.043083, 37.08469, 18.756765, 31.115707, 16.506205, 53.821323, 93.2226, 0.0, 92.12052, 33.375237, 79.19936, 28.981392, 62.837845, 32.725677, 78.56825, 28.001072, 56.662376, 37.099678, 75.931816, 45.415413, 66.28195, 37.806293, 75.8775, 53.222954, 64.38287,
e, -19.904749, 10.988418, 7.2967396, 32.842354, 28.372795, 28.568598, 47.55825, 13.669262, 33.003254, 50.529957, 23.034563, 39.77962, 20.383512, 36.808582, 98.6675, 0.05224095, 108.0123, 44.904224, 82.51877, 113.72667, 84.276855, 44.961834, 82.57919, 105.43152, 80.66623, 53.262074, 83.50959, 100.66005, 87.1018, 53.452312, 82.56724, 115.88858, 81.59003,
t, 23.918434, 19.375711, -12.209399, 19.32467, 25.898867, 54.630657, 52.657684, 13.07158, 39.64176, 41.13544, 29.193604, 28.842913, 18.977266, 36.73385, 104.15317, 0.046318237, 103.795685, 47.665318, 79.65668, 136.26437, 94.7503, 47.423157, 80.10348, 138.20006, 91.502846, 17.602757, 38.595844, 165.68973, 92.73125, 17.241838, 38.8633, 164.20958, 80.494,
e, -10.64584, 16.45868, -1.6461853, 31.74546, 27.471146, 15.669301, 30.578718, 11.069783, 41.94647, 43.543125, 34.103172, 33.88993, 20.313972, 36.40025, 102.671394, 0.036211796, 106.5984, 45.8581, 85.01269, 117.118835, 81.38392, 46.57233, 84.80681, 114.147156, 79.926544, 26.566435, 47.061497, 115.16003, 107.493866, 26.427376, 46.90925, 104.55875, 95.620964,
j, 131.1463, -47.03211, 37.68773, 86.86685, 23.868647, 8.526359, 39.126682, 73.77559, 86.480644, 99.53622, 18.855227, 60.15576, 45.406265, 7.7624693, 85.431274, 0.0, 103.46066, 8.967255, 12.76206, 119.8741, 159.88507, 42.22207, 69.42577, 103.93989, 103.87313, 42.090042, 68.30355, 104.156204, 97.0137, 32.939175, 45.61213, 81.50438, 117.894806,
v, -3.4320707, 3.4058385, -8.073479, 101.22028, 117.54462, 48.515614, 59.461456, 62.21578, 135.09937, 133.25508, 134.32452, 127.76773, 18.630644, 27.206568, 129.34961, 0.045684934, 116.235565, 2.5900154, 3.1339471, 104.37013, 168.5962, 3.2165277, 3.9633417, 91.14922, 171.12065, 24.28478, 50.92591, 146.8855, 86.194565, 23.76975, 51.421455, 151.84883, 74.710625,
m, -3.5468981, -4.254104, 6.8397026, 39.595367, 62.210342, 70.43865, 67.98883, 27.44381, 45.8999, 62.611565, 24.00677, 52.871014, 34.064518, 33.249012, 105.72311, 0.017529398, 108.19604, 43.384975, 51.73094, 94.14874, 140.98218, 41.168674, 46.925587, 84.702995, 151.32529, 39.866547, 44.825153, 79.90987, 143.03355, 43.69162, 51.560352, 81.049774, 117.41871,
a, 10.841942, 18.579893, 3.8824778, 46.103863, 54.589912, 65.89425, 68.72595, 9.608317, 20.209526, 29.346865, 14.576257, 29.02115, 17.891516, 29.9513, 114.0059, 0.0, 118.360245, 16.61733, 39.103985, 148.92992, 91.17982, 16.558298, 39.234077, 156.52837, 91.89488, 16.526678, 39.326473, 158.20074, 83.59262, 16.608683, 39.293125, 156.85931, 75.76622,
t, -15.624318, -8.94675, 15.8744, 72.54349, 83.25352, 92.47005, 93.82575, 10.785015, 21.755787, 31.078604, 13.639779, 27.412367, 16.631199, 10.120035, 115.52185, 0.0, 120.48544, 25.176445, 58.51749, 124.391945, 77.10199, 24.526226, 58.149555, 132.75589, 74.39256, 24.438133, 58.25535, 135.8715, 66.10742, 24.827263, 57.97238, 141.42818, 63.256004,
l, 3.452939, 23.382318, -15.19827, 106.1887, 92.47223, 105.30376, 119.932526, 114.53915, 120.857796, 121.63462, 13.726621, 31.061066, 18.589619, 3.7757697, 126.42336, 0.041386638, 129.72667, 5.6596756, 8.112882, 107.48553, 158.79941, 33.704353, 78.76203, 148.8845, 58.823364, 34.050983, 79.522575, 151.04942, 50.659325, 35.180023, 81.65117, 155.00464, 51.28379,
n, -23.012396, 19.066038, 4.5668373, 32.35308, 32.031925, 27.830248, 85.02159, 9.036127, 20.214249, 113.32986, 13.711348, 115.25388, 108.56417, 77.5597, 95.55287, 0.056346618, 88.69982, 24.10566, 57.815342, 119.25323, 75.167946, 24.718357, 58.544964, 110.36127, 74.49058, 25.452162, 58.553753, 106.36732, 69.54816, 7.4184694, 10.053282, 92.718376, 138.86848,
s, 8.855363, 12.113608, -5.2056165, 37.718334, 49.557228, 78.66676, 78.367836, 12.843034, 49.471966, 52.788876, 42.379086, 45.641937, 15.837175, 3.8951325, 106.76333, 0.034866355, 114.148605, 36.82618, 64.26039, 142.56161, 101.47156, 36.18008, 64.53134, 140.5102, 98.89513, 26.59084, 62.72995, 160.30725, 62.644352, 26.610004, 62.87124, 163.81761, 58.324203,
n, 0.61563814, -7.9525056, -45.870358, 36.146603, 37.231094, 44.70076, 50.75206, 12.49245, 39.659836, 55.01738, 29.544256, 47.503746, 20.947502, 27.978825, 153.34569, 0.12762628, 106.54519, 41.966305, 56.211395, 139.70319, 128.01027, 43.601326, 58.323025, 141.86377, 130.5899, 46.015152, 60.352783, 133.09645, 120.606834, 45.327103, 60.763496, 133.93889, 104.65067,
e, 9.179537, -14.473034, 4.823416, 51.58153, 55.3876, 62.030735, 65.65841, 13.271126, 27.227758, 41.59882, 14.752672, 30.30841, 16.56159, 20.932404, 121.965996, 0.010350693, 106.56532, 36.52987, 83.539375, 147.66614, 64.06255, 36.445526, 83.41655, 138.94194, 57.678825, 36.36579, 83.32924, 136.7611, 49.730484, 35.7511, 83.28409, 129.98753, 49.870533,
t, -9.064013, 18.64478, 17.438618, 35.05948, 47.66125, 61.70122, 64.20553, 13.229535, 33.1302, 42.171276, 23.19186, 36.53307, 19.758978, 3.1980312, 97.62078, 0.0331121, 116.201225, 10.653463, 22.72636, 128.4007, 114.97491, 10.519117, 23.414858, 135.29205, 113.0516, 10.07348, 24.40542, 142.2852, 95.16055, 10.109444, 24.388712, 143.17471, 85.39123,
l, 2.2360535, 9.861691, 6.3506145, 122.21415, 115.233, 125.35755, 130.24556, 126.00747, 130.08025, 125.0778, 16.406593, 33.3743, 18.94546, 17.496244, 55.07428, 0.03093609, 128.0567, 7.858128, 9.291761, 75.47721, 167.49551, 26.71159, 53.58961, 130.50507, 97.11236, 26.802454, 53.497997, 129.42442, 89.12157, 27.238274, 53.515392, 127.59675, 81.895515,
